no,daerah,tipe
1504,ngrampal,kecamatan
1505,karangmalang,kecamatan
1506,sragen,kecamatan
1507,sidoharjo,kecamatan
1508,tanon,kecamatan
1509,gemolong,kecamatan
1510,miri,kecamatan
1511,sumberlawang,kecamatan
1512,mondokan,kecamatan
1513,sukodono,kecamatan
1514,gesi,kecamatan
1515,tangen,kecamatan
1516,jenar,kecamatan
1517,kedungjati,kecamatan
1518,karangrayung,kecamatan
1519,penawangan,kecamatan
1520,toroh,kecamatan
1521,geyer,kecamatan
1522,pulokulon,kecamatan
1523,kradenan,kecamatan
1524,gabus,kecamatan
1525,ngaringan,kecamatan
1526,wirosari,kecamatan
1527,tawangharjo,kecamatan
1528,grobogan,kecamatan
1529,purwodadi,kecamatan
1530,brati,kecamatan
1531,klambu,kecamatan
1532,godong,kecamatan
1533,gubug,kecamatan
1534,tegowanu,kecamatan
1535,tanggungharjo,kecamatan
1536,jati,kecamatan
1537,randublatung,kecamatan
1538,kradenan,kecamatan
1539,kedungtuban,kecamatan
1540,cepu,kecamatan
1541,sambong,kecamatan
1542,jiken,kecamatan
1543,bogorejo,kecamatan
1544,jepon,kecamatan
1545,kota blora,kecamatan
1546,banjarejo,kecamatan
1547,tunjungan,kecamatan
1548,japah,kecamatan
1549,ngawen,kecamatan
1550,kunduran,kecamatan
1551,todanan,kecamatan
1552,sumber,kecamatan
1553,bulu,kecamatan
1554,gunem,kecamatan
1555,sale,kecamatan
1556,sarang,kecamatan
1557,sedan,kecamatan
1558,pamotan,kecamatan
1559,sulang,kecamatan
1560,kaliori,kecamatan
1561,rembang,kecamatan
1562,pancur,kecamatan
1563,kragan,kecamatan
1564,sluke,kecamatan
1565,lasem,kecamatan
1566,sukolilo,kecamatan
1567,kayen,kecamatan
1568,tambakromo,kecamatan
1569,winong,kecamatan
1570,pucakwangi,kecamatan
1571,jaken,kecamatan
1572,batangan,kecamatan
1573,juwana,kecamatan
1574,jakenan,kecamatan
1575,pati,kecamatan
1576,gabus,kecamatan
1577,margorejo,kecamatan
1578,gembong,kecamatan
1579,tlogowungu,kecamatan
1580,wedarijaksa,kecamatan
1581,trangkil,kecamatan
1582,margoyoso,kecamatan
1583,gunung wungkal,kecamatan
1584,cluwak,kecamatan
1585,tayu,kecamatan
1586,dukuhseti,kecamatan
1587,kaliwungu,kecamatan
1588,kota kudus,kecamatan
1589,jati,kecamatan
1590,undaan,kecamatan
1591,mejobo,kecamatan
1592,jekulo,kecamatan
1593,bae,kecamatan
1594,gebog,kecamatan
1595,dawe,kecamatan
1596,kedung,kecamatan
1597,pecangaan,kecamatan
1598,welahan,kecamatan
1599,mayong,kecamatan
1600,nalumsari,kecamatan
1601,batealit,kecamatan
1602,tahunan,kecamatan
1603,jepara,kecamatan
1604,mlonggo,kecamatan
1605,bangsri,kecamatan
1606,keling,kecamatan
1607,karimunjawa,kecamatan
1608,kalinyamatan,kecamatan
1609,kembang,kecamatan
1610,donorojo,kecamatan
1611,pakis aji,kecamatan
1612,mranggen,kecamatan
1613,karangawen,kecamatan
1614,guntur,kecamatan
1615,sayung,kecamatan
1616,karang tengah,kecamatan
1617,bonang,kecamatan
1618,demak,kecamatan
1619,wonosalam,kecamatan
1620,dempet,kecamatan
1621,gajah,kecamatan
1622,karanganyar,kecamatan
1623,mijen,kecamatan
1624,wedung,kecamatan
1625,kebonagung,kecamatan
1626,getasan,kecamatan
1627,tengaran,kecamatan
1628,susukan,kecamatan
1629,suruh,kecamatan
1630,pabelan,kecamatan
1631,tuntang,kecamatan
1632,banyubiru,kecamatan
1633,jambu,kecamatan
1634,sumowono,kecamatan
1635,ambarawa,kecamatan
1636,bawen,kecamatan
1637,bringin,kecamatan
1638,pringapus,kecamatan
1639,bergas,kecamatan
1640,kaliwungu,kecamatan
1641,bancak,kecamatan
1642,ungaran barat,kecamatan
1643,ungaran timur,kecamatan
1644,bandungan,kecamatan
1645,parakan,kecamatan
1646,bulu,kecamatan
1647,temanggung,kecamatan
1648,tembarak,kecamatan
1649,kranggan,kecamatan
1650,pringsurat,kecamatan
1651,kaloran,kecamatan
1652,kandangan,kecamatan
1653,kedu,kecamatan
1654,ngadirejo,kecamatan
1655,jumo,kecamatan
1656,candiroto,kecamatan
1657,tretep,kecamatan
1658,kledung,kecamatan
1659,bansari,kecamatan
1660,tlogomulyo,kecamatan
1661,selopampang,kecamatan
1662,gemawang,kecamatan
1663,bejen,kecamatan
1664,wonoboyo,kecamatan
1665,plantungan,kecamatan
1666,sukorejo,kecamatan
1667,pegeruyung,kecamatan
1668,patean,kecamatan
1669,singorojo,kecamatan
1670,limbangan,kecamatan
1671,boja,kecamatan
1672,kaliwungu,kecamatan
1673,brangsong,kecamatan
1674,pegandon,kecamatan
1675,gemuh,kecamatan
1676,waleri,kecamatan
1677,rowosari,kecamatan
1678,kangkung,kecamatan
1679,cipiring,kecamatan
1680,patebon,kecamatan
1681,kota kendal,kecamatan
1682,ngampel,kecamatan
1683,ringinarum,kecamatan
1684,kaliwungu selatan,kecamatan
1685,wonotunggal,kecamatan
1686,bandar,kecamatan
1687,blado,kecamatan
1688,reban,kecamatan
1689,bawang,kecamatan
1690,tersono,kecamatan
1691,gringsing,kecamatan
1692,limpung,kecamatan
1693,subah,kecamatan
1694,tulis,kecamatan
1695,batang,kecamatan
1696,warung asem,kecamatan
1697,banyuputih,kecamatan
1698,pecalungan,kecamatan
1699,kandeman,kecamatan
1700,kandang serang,kecamatan
1701,peninggaran,kecamatan
1702,lebakbarang,kecamatan
1703,petungkriono,kecamatan
1704,talun,kecamatan
1705,doro,kecamatan
1706,karanganyar,kecamatan
1707,kajen,kecamatan
1708,kesesi,kecamatan
1709,sragi,kecamatan
1710,bojong,kecamatan
1711,wonopringgo,kecamatan
1712,kedungwuni,kecamatan
1713,buaran,kecamatan
1714,tirto,kecamatan
1715,wiradesa,kecamatan
1716,siwalan,kecamatan
1717,karangdadap,kecamatan
1718,wonokerto,kecamatan
1719,moga,kecamatan
1720,pulosari,kecamatan
1721,belik,kecamatan
1722,watukumpul,kecamatan
1723,bodeh,kecamatan
1724,bantarbolang,kecamatan
1725,randudongkel,kecamatan
1726,pemalang,kecamatan
1727,taman,kecamatan
1728,petarukan,kecamatan
1729,ampelgading,kecamatan
1730,comal,kecamatan
1731,ulujami,kecamatan
1732,warungpring,kecamatan
1733,margasari,kecamatan
1734,bumijawa,kecamatan
1735,bojong,kecamatan
1736,balapulang,kecamatan
1737,pagerbarang,kecamatan
1738,lebaksiu,kecamatan
1739,jatinegara,kecamatan
1740,kedung banteng,kecamatan
1741,pangkah,kecamatan
1742,slawi,kecamatan
1743,dukuhwaru,kecamatan
1744,adiwerna,kecamatan
1745,dukuhturi,kecamatan
1746,talang,kecamatan
1747,tarub,kecamatan
1748,kramat,kecamatan
1749,suradadi,kecamatan
1750,warureja,kecamatan
1751,salem,kecamatan
1752,bantarkawung,kecamatan
1753,bumiayu,kecamatan
1754,paguyangan,kecamatan
1755,sirampog,kecamatan
1756,tonjong,kecamatan
1757,larangan,kecamatan
1758,ketanggungan,kecamatan
1759,banjarharjo,kecamatan
1760,losari,kecamatan
1761,tanjung,kecamatan
1762,kersana,kecamatan
1763,bulakamba,kecamatan
1764,wanasari,kecamatan
1765,songgom,kecamatan
1766,jatibarang,kecamatan
1767,brebes,kecamatan
1768,magelang selatan,kecamatan
1769,magelang utara,kecamatan
1770,magelang tengah,kecamatan
1771,laweyan,kecamatan
1772,serengan,kecamatan
1773,pasarkliwon,kecamatan
1774,jebres,kecamatan
1775,banjarsari,kecamatan
1776,argomulyo,kecamatan
1777,tingkir,kecamatan
1778,sidomukti,kecamatan
1779,sidorejo,kecamatan
1780,mijen,kecamatan
1781,gunung pati,kecamatan
1782,banyumanik,kecamatan
1783,gajah mungkur,kecamatan
1784,semarang selatan,kecamatan
1785,candisari,kecamatan
1786,tembalang,kecamatan
1787,pedurungan,kecamatan
1788,genuk,kecamatan
1789,gayamsari,kecamatan
1790,semarang timur,kecamatan
1791,semarang tengah,kecamatan
1792,semarang utara,kecamatan
1793,semarang barat,kecamatan
1794,tugu,kecamatan
1795,ngaliyan,kecamatan
1796,pekalongan barat,kecamatan
1797,pekalongan timur,kecamatan
1798,pekalongan selatan,kecamatan
1799,pekalongan utara,kecamatan
1800,tegal selatan,kecamatan
1801,tegal timur,kecamatan
1802,tegal barat,kecamatan
1803,margadana,kecamatan
1804,srandakan,kecamatan
1805,sanden,kecamatan
1806,kretek,kecamatan
1807,pundong,kecamatan
1808,bambang lipuro,kecamatan
1809,pandak,kecamatan
1810,bantul,kecamatan
1811,jetis,kecamatan
1812,imogiri,kecamatan
1813,dlingo,kecamatan
1814,pleret,kecamatan
1815,piyungan,kecamatan
1816,banguntapan,kecamatan
1817,sewon,kecamatan
1818,kasihan,kecamatan
1819,pajangan,kecamatan
