,tingkat setelah parent,parent,similarity
13181,4,penyelewengan,"[('penyalahgunaan', 0.7672169804573059), ('kecurangan', 0.7070525884628296), ('pemerasan', 0.7016077637672424), ('penipuan', 0.6988888382911682), ('penyuapan', 0.6984469294548035), ('penggelapan', 0.69346022605896), ('nepotisme', 0.6845596432685852), ('kolusi', 0.6720702052116394), ('pengabaian', 0.6583949327468872), ('korupsi', 0.6554401516914368)]"
13183,4,usaha,"[('usahanya', 0.6880578398704529), ('upaya', 0.6379132866859436), ('bisnis', 0.6003714203834534), ('umkm', 0.5532670021057129), ('bisnisnya', 0.5484880208969116), ('modal', 0.5383523106575012), ('kegiatan', 0.5358849763870239), ('koperasi', 0.5304688811302185), ('permodalan', 0.5214008092880249), ('perekonomian', 0.5172989368438721)]"
13186,4,berupaya,"[('berusaha', 0.871661365032196), ('mencoba', 0.7601499557495117), ('bertekad', 0.6948501467704773), ('berkeinginan', 0.6681618094444275), ('berniat', 0.6650792956352234), ('bermaksud', 0.6455830931663513), ('bertujuan', 0.6371642351150513), ('berencana', 0.6245485544204712), ('ambisinya', 0.6043117046356201), ('upaya', 0.603613018989563)]"
13187,4,langkah,"[('langkahnya', 0.6295119524002075), ('upaya', 0.5978403091430664), ('tindakan', 0.5972156524658203), ('solusi', 0.5451602339744568), ('tahap', 0.5331504344940186), ('tahapan', 0.5219951272010803), ('pendekatan', 0.5182414650917053), ('mekanisme', 0.5163505673408508), ('keputusan', 0.5150363445281982), ('prosedur', 0.5139216184616089)]"
13188,4,inisiatif,"[('prakarsa', 0.6971256136894226), ('usulan', 0.6339312791824341), ('insiatif', 0.6095832586288452), ('komitmen', 0.6009752750396729), ('upaya', 0.5793085098266602), ('kebijakan', 0.5714898109436035), ('inisiatifnya', 0.5703904628753662), ('keprihatinan', 0.5686954259872437), ('kebijakannya', 0.567636251449585), ('rekomendasi', 0.5570304989814758)]"
13189,4,ambisinya,"[('keinginannya', 0.7592588663101196), ('niatnya', 0.7336724996566772), ('upayanya', 0.7224282622337341), ('ambisi', 0.7190843820571899), ('tekadnya', 0.6876777410507202), ('hasratnya', 0.6637828350067139), ('impiannya', 0.6627769470214844), ('kegagalannya', 0.660328209400177), ('mimpinya', 0.6579837203025818), ('bertekad', 0.6579474210739136)]"
13191,4,berusaha,"[('mencoba', 0.8854669332504272), ('berupaya', 0.871661365032196), ('bertekad', 0.7381486296653748), ('berniat', 0.7274867296218872), ('bermaksud', 0.6615415811538696), ('membantunya', 0.6479664444923401), ('berjuang', 0.6476172804832458), ('berhasil', 0.6245231628417969), ('ingin', 0.619274914264679), ('berkeinginan', 0.6084995865821838)]"
13193,4,pengabaian,"[('pemaksaan', 0.7213863134384155), ('penyalahgunaan', 0.6832836270332336), ('ketidakpedulian', 0.6707026362419128), ('intimidasi', 0.6634530425071716), ('ketidakadilan', 0.6620181798934937), ('penyelewengan', 0.6583948731422424), ('pengucilan', 0.6566808223724365), ('penolakan', 0.6506479382514954), ('pemerasan', 0.6499704122543335), ('penyimpangan', 0.6335943341255188)]"
13198,4,aborsi,"[('eutanasia', 0.7376556992530823), ('poligami', 0.7225048542022705), ('masturbasi', 0.7176432013511658), ('abortus', 0.6902732849121094), ('perzinahan', 0.6900953054428101), ('kontrasepsi', 0.6825335621833801), ('ivf', 0.6785683631896973), ('pemaksaan', 0.674992024898529), ('diskriminasi', 0.6575407385826111), ('pemerkosaan', 0.6545542478561401)]"
13200,4,paksaan,"[('pemaksaan', 0.6702403426170349), ('penolakan', 0.6203196048736572), ('seizin', 0.6150884628295898), ('intimidasi', 0.6044722199440002), ('hasutan', 0.5995503067970276), ('kelalaian', 0.5970938801765442), ('pamrih', 0.5844867825508118), ('sepengetahuan', 0.5780443549156189), ('kemauan', 0.5774582624435425), ('intervensi', 0.5656684637069702)]"
13201,4,pengucilan,"[('ekskomunikasi', 0.6769943237304688), ('pemaksaan', 0.6601719260215759), ('penindasan', 0.6583822965621948), ('pengabaian', 0.6566808819770813), ('penganiayaan', 0.6394398212432861), ('pemecatan', 0.6353838443756104), ('represi', 0.6307898759841919), ('penentangan', 0.6288834810256958), ('penolakan', 0.626753568649292), ('intimidasi', 0.6193683743476868)]"
13212,4,kriminal,"[('kejahatan', 0.7204362154006958), ('spionase', 0.6693968772888184), ('sindikat', 0.6139376163482666), ('kriminalitas', 0.6093355417251587), ('terorisme', 0.6056592464447021), ('penuntutan', 0.5917137861251831), ('pidana', 0.5913973450660706), ('narkotika', 0.5904613137245178), ('teroris', 0.5903700590133667), ('sodomi', 0.5885787010192871)]"
13223,4,ketidak,"[('ketidakpuasan', 0.7325068712234497), ('kegelisahan', 0.726050078868866), ('ketidaksetujuan', 0.7222163081169128), ('ketidaksukaan', 0.7068731188774109), ('kecemburuan', 0.6975048184394836), ('ketidaksenangan', 0.6949520707130432), ('kecemasan', 0.6917380094528198), ('ketidakpedulian', 0.6911611557006836), ('ketidaknyamanan', 0.6909834742546082), ('kebencian', 0.6898708939552307)]"
13226,4,prasangka,"[('stigma', 0.7405460476875305), ('stereotip', 0.7227587103843689), ('diskriminasi', 0.6960349082946777), ('persepsi', 0.6960095763206482), ('ketidakadilan', 0.6917637586593628), ('kebencian', 0.6859937310218811), ('ketidaktahuan', 0.6788148880004883), ('kegelisahan', 0.6604589819908142), ('ketidakpedulian', 0.6597445607185364), ('rasisme', 0.6573600769042969)]"
13257,4,desersi,"[('penghadangan', 0.6652957797050476), ('sergapan', 0.6507290005683899), ('seppuku', 0.640877366065979), ('penggeledahan', 0.6226293444633484), ('penjarahan', 0.6053429245948792), ('pengejaran', 0.6010211110115051), ('penyergapan', 0.5961440801620483), ('penyisiran', 0.5857390761375427), ('sabotase', 0.583710253238678), ('penggerebekan', 0.5782346129417419)]"
13260,4,deportasi,"[('pengusiran', 0.6335887908935547), ('pemusnahan', 0.606544554233551), ('penahanan', 0.596858024597168), ('repatriasi', 0.5832440853118896), ('emigrasi', 0.5779253840446472), ('eksekusi', 0.5754827260971069), ('pemboikotan', 0.556864857673645), ('pembersihan', 0.5555446147918701), ('eksodus', 0.5540870428085327), ('pembantaian', 0.5472180247306824)]"
13292,4,ketidakpatuhan,"[('pembangkangan', 0.6923970580101013), ('ketidaktaatan', 0.5380367040634155), ('subversi', 0.5272400975227356), ('pembelaannya', 0.5173594951629639), ('pembiaran', 0.5165669322013855), ('represi', 0.5144655704498291), ('pemaksaan', 0.5017943978309631), ('penentangan', 0.5016317367553711), ('pengabaian', 0.49724337458610535), ('ketidakpedulian', 0.4940062165260315)]"
13293,4,pembiaran,"[('persekusi', 0.6419708132743835), ('pembangkangan', 0.6374983191490173), ('pemaksaan', 0.6312440037727356), ('tidakan', 0.6310146450996399), ('intimidasi', 0.6183958053588867), ('penyelewengan', 0.6132284998893738), ('pemerasan', 0.6110554933547974), ('penindasan', 0.6082849502563477), ('boikot', 0.605927050113678), ('ketidakadilan', 0.6037297248840332)]"
13312,4,bentrok,"[('bentrokan', 0.7797672748565674), ('berseteru', 0.6655447483062744), ('bersitegang', 0.6563649773597717), ('bertabrakan', 0.6463181972503662), ('berbenturan', 0.6435208320617676), ('berpapasan', 0.6401354670524597), ('perseteruan', 0.621990978717804), ('keributan', 0.6213287711143494), ('bertengkar', 0.6185039281845093), ('perkelahian', 0.6138741970062256)]"
13316,4,pertikaian,"[('perselisihan', 0.9041945338249207), ('perseteruan', 0.8496719598770142), ('pertentangan', 0.803727388381958), ('persengketaan', 0.7879804968833923), ('pertengkaran', 0.7872019410133362), ('ketegangan', 0.7822198867797852), ('perpecahan', 0.7817939519882202), ('konflik', 0.7798250913619995), ('permusuhan', 0.7735425233840942), ('percekcokan', 0.7649475336074829)]"
13317,4,perseteruan,"[('pertikaian', 0.8496719002723694), ('perselisihan', 0.8411427736282349), ('pertengkaran', 0.819977343082428), ('percekcokan', 0.806565523147583), ('permusuhan', 0.7787993550300598), ('pertentangan', 0.7488015294075012), ('ketegangan', 0.7477087378501892), ('perkelahian', 0.7282828092575073), ('bentrokan', 0.7220606207847595), ('perpecahan', 0.7093015313148499)]"
13319,4,konfrontasi,"[('bentrokan', 0.6982823014259338), ('pertikaian', 0.6846771836280823), ('ketegangan', 0.6499924659729004), ('perseteruan', 0.6490764021873474), ('konflik', 0.6293554902076721), ('permusuhan', 0.6277435421943665), ('kericuhan', 0.6096290349960327), ('perundingan', 0.6073461771011353), ('perpecahan', 0.601000964641571), ('pergolakan', 0.597515881061554)]"
13320,4,percekcokan,"[('perseteruan', 0.806565523147583), ('pertengkaran', 0.7677735090255737), ('pertikaian', 0.7649475336074829), ('perselisihan', 0.7551203966140747), ('kericuhan', 0.7491339445114136), ('ketegangan', 0.7218232154846191), ('pertentangan', 0.7085556387901306), ('keretakan', 0.6982447504997253), ('bentrokan', 0.6916579604148865), ('keributan', 0.6775659918785095)]"
13321,4,pertengkaran,"[('perseteruan', 0.819977343082428), ('keributan', 0.8076658844947815), ('perkelahian', 0.7941240072250366), ('pertikaian', 0.7872018814086914), ('perselisihan', 0.7861282825469971), ('percekcokan', 0.767773449420929), ('permusuhan', 0.7236116528511047), ('kebingungan', 0.7150394916534424), ('kesalahpahaman', 0.7133480906486511), ('cekcok', 0.7111569046974182)]"
13322,4,penghancuran,"[('penjarahan', 0.7591239213943481), ('pemusnahan', 0.7071437835693359), ('kehancuran', 0.6707716584205627), ('pembongkaran', 0.6558554768562317), ('pengusiran', 0.6462821960449219), ('perusakan', 0.6458165049552917), ('pembersihan', 0.6370945572853088), ('hancurnya', 0.6228954792022705), ('pengeboman', 0.6048932075500488), ('penyerangan', 0.6001331806182861)]"
13323,4,pengrusakan,"[('perusakan', 0.7298862338066101), ('penjarahan', 0.6865314245223999), ('vandalisme', 0.6471916437149048), ('penyiksaan', 0.6274803876876831), ('penggundulan', 0.590114951133728), ('pencurian', 0.5876802802085876), ('pengerusakan', 0.5827853083610535), ('penghancuran', 0.5760551691055298), ('penggusuran', 0.5707736015319824), ('pembongkaran', 0.5668993592262268)]"
13325,4,penganiayaan,"[('penindasan', 0.8067924380302429), ('persekusi', 0.7709037661552429), ('penyiksaan', 0.7123190760612488), ('kekejaman', 0.707944393157959), ('kemurtadan', 0.7047802209854126), ('penjarahan', 0.6822633743286133), ('pelecehan', 0.6678381562232971), ('kebencian', 0.6503315567970276), ('pengusiran', 0.6478011608123779), ('siksaan', 0.6439390778541565)]"
13329,4,pengusiran,"[('eksodus', 0.6868902444839478), ('penjarahan', 0.6663585901260376), ('penindasan', 0.6574652194976807), ('penganiayaan', 0.6478011012077332), ('penghancuran', 0.6462822556495667), ('pemusnahan', 0.6377598643302917), ('deportasi', 0.6335887312889099), ('pembersihan', 0.6279706358909607), ('kekejaman', 0.6162495613098145), ('emigrasi', 0.615967333316803)]"
13331,4,perusakan,"[('pengrusakan', 0.7298862338066101), ('vandalisme', 0.6695277094841003), ('penjarahan', 0.6614970564842224), ('pembalakan', 0.6541211009025574), ('deforestasi', 0.6509548425674438), ('penghancuran', 0.645816445350647), ('pencurian', 0.6443256735801697), ('fragmentasi', 0.6349394917488098), ('penggundulan', 0.6303718686103821), ('penyiksaan', 0.6275088787078857)]"
13362,4,kritikan,"[('kecaman', 0.8224804997444153), ('kritik', 0.8212936520576477), ('kritiknya', 0.7257519960403442), ('tanggapan', 0.6950903534889221), ('bantahan', 0.685999870300293), ('pujian', 0.6787257194519043), ('penentangan', 0.6764877438545227), ('cemoohan', 0.6462253928184509), ('sanjungan', 0.6459368467330933), ('tentangan', 0.638261079788208)]"
13363,4,kritik,"[('kritikan', 0.8212935924530029), ('kecaman', 0.7613860368728638), ('kritiknya', 0.7514287233352661), ('tanggapan', 0.6769444942474365), ('bantahan', 0.6683006286621094), ('opini', 0.6501747369766235), ('komentar', 0.6492091417312622), ('tinjauan', 0.6450285911560059), ('penentangan', 0.636277437210083), ('penolakan', 0.6351192593574524)]"
13365,4,teguran,"[('kecaman', 0.7236796617507935), ('pengampunan', 0.7076283693313599), ('sanjungan', 0.6666749715805054), ('ganjaran', 0.6591894626617432), ('nasihat', 0.6587111353874207), ('tentangan', 0.6491680145263672), ('dispensasi', 0.6392428278923035), ('bantahan', 0.63878333568573), ('grasi', 0.6278541088104248), ('kritikan', 0.6192135214805603)]"
13366,4,tentangan,"[('kecaman', 0.7023641467094421), ('penentangan', 0.6684775948524475), ('teguran', 0.6491679549217224), ('kritikan', 0.638261079788208), ('pertentangan', 0.6375709176063538), ('bantahan', 0.5934044122695923), ('gemblengan', 0.5898625254631042), ('simpati', 0.5849127173423767), ('dukungan', 0.5762969851493835), ('ketidakpuasan', 0.576158881187439)]"
13368,4,tanggapan,"[('respon', 0.758849024772644), ('kritikan', 0.6950903534889221), ('kecaman', 0.6861855983734131), ('sambutan', 0.6793724894523621), ('kritik', 0.6769445538520813), ('respons', 0.64198899269104), ('tanggapannya', 0.6192644238471985), ('pujian', 0.6156758666038513), ('penolakan', 0.599335253238678), ('tinjauan', 0.5716431736946106)]"
13370,4,bantahan,"[('kritiknya', 0.7271293997764587), ('pembelaannya', 0.7130710482597351), ('sanggahan', 0.7037286162376404), ('penafsirannya', 0.6923181414604187), ('penentangan', 0.6867337822914124), ('kritikan', 0.6859997510910034), ('tafsiran', 0.6753091812133789), ('kecaman', 0.6753085851669312), ('kritik', 0.6683005094528198), ('penolakannya', 0.6580407619476318)]"
13371,4,keluhan,"[('pengaduan', 0.7650227546691895), ('komplain', 0.7105435132980347), ('kecurigaan', 0.6930691003799438), ('keprihatinan', 0.6706178784370422), ('kecaman', 0.6680986881256104), ('penolakan', 0.6655610799789429), ('kekhawatiran', 0.6590926647186279), ('bantahan', 0.6361957788467407), ('opini', 0.6240475177764893), ('keberatan', 0.6163669228553772)]"
13383,4,ketidaksenangan,"[('ketidakpuasan', 0.7872925400733948), ('ketidaksetujuan', 0.74576336145401), ('ketidaksukaan', 0.7392217516899109), ('kekecewaan', 0.7080703973770142), ('kemarahan', 0.6973559260368347), ('ketidak', 0.6949520707130432), ('kecemburuan', 0.6719721555709839), ('antipati', 0.6698411703109741), ('penolakan', 0.6660166382789612), ('kebencian', 0.656233549118042)]"
13384,4,kemarahan,"[('amarah', 0.7978307604789734), ('kebencian', 0.7925093770027161), ('ketidakpuasan', 0.7707826495170593), ('kekecewaan', 0.7669436931610107), ('kecemburuan', 0.7386142015457153), ('kecurigaan', 0.7286928296089172), ('keresahan', 0.7219833731651306), ('kepanikan', 0.7106176018714905), ('ketakutan', 0.707914412021637), ('kegemparan', 0.7000254392623901)]"
13386,4,keresahan,"[('kegelisahan', 0.7861260771751404), ('ketidakpuasan', 0.7494637370109558), ('kemarahan', 0.7219835519790649), ('kepanikan', 0.7161442637443542), ('kehebohan', 0.7085059285163879), ('kegemparan', 0.6711955070495605), ('kekecewaan', 0.6673868894577026), ('ketidak', 0.6545063257217407), ('ketidakadilan', 0.6462157964706421), ('kecurigaan', 0.6461301445960999)]"
13437,4,teror,"[('intimidasi', 0.6975590586662292), ('kekejaman', 0.6477758884429932), ('fitnah', 0.646462619304657), ('terorisme', 0.6247196197509766), ('penindasan', 0.6212480664253235), ('provokasi', 0.6166033744812012), ('penyiksaan', 0.6153000593185425), ('pengkhianatan', 0.6123270392417908), ('teroris', 0.6047465801239014), ('kekerasan', 0.6010068655014038)]"
13440,4,pemukulan,"[('perkosaan', 0.7123728394508362), ('intimidasi', 0.678669810295105), ('pengeroyokan', 0.6714558601379395), ('pemerkosaan', 0.6651915907859802), ('pelecehan', 0.6607787013053894), ('penyuapan', 0.6503735184669495), ('penikaman', 0.6484549641609192), ('penculikan', 0.6384386420249939), ('pemerasan', 0.6378896236419678), ('pengkhianatan', 0.6361500024795532)]"
13441,4,represi,"[('penindasan', 0.7425448894500732), ('persekusi', 0.6987230777740479), ('intimidasi', 0.6689474582672119), ('pemaksaan', 0.6551457047462463), ('rasisme', 0.6453635096549988), ('ketidakstabilan', 0.6421029567718506), ('penganiayaan', 0.639106273651123), ('agitasi', 0.6359880566596985), ('intervensi', 0.6317034363746643), ('penggulingan', 0.6313515901565552)]"
13442,4,pelecehan,"[('pemerkosaan', 0.7989923357963562), ('perkosaan', 0.7291305065155029), ('penganiayaan', 0.6678381562232971), ('pemukulan', 0.6607785820960999), ('penyiksaan', 0.6601446270942688), ('kekerasan', 0.6565665602684021), ('sodomi', 0.6506063938140869), ('diskriminasi', 0.6478965878486633), ('intimidasi', 0.6427803039550781), ('persekusi', 0.6323187947273254)]"
13446,4,sodomi,"[('pemerkosaan', 0.7092133164405823), ('perkosaan', 0.6901605129241943), ('perzinahan', 0.6878042221069336), ('kriminalisasi', 0.6702994704246521), ('penuntutan', 0.6595789194107056), ('pelecehan', 0.6506064534187317), ('eutanasia', 0.6377493143081665), ('aborsi', 0.636489748954773), ('perzinaan', 0.6337245106697083), ('dakwaan', 0.6307938098907471)]"
13448,4,mutilasi,"[('penyiksaan', 0.693884015083313), ('pemerkosaan', 0.6910872459411621), ('perkosaan', 0.6508877873420715), ('pelecehan', 0.6177011728286743), ('kanibalisme', 0.6021021604537964), ('aborsi', 0.5978491306304932), ('kriminalisasi', 0.5861567258834839), ('nekrofilia', 0.5845193862915039), ('intimidasi', 0.5821124315261841), ('perzinahan', 0.5804257988929749)]"
13452,4,penahanan,"[('penyiksaan', 0.7426952123641968), ('eksekusi', 0.7034649848937988), ('interogasi', 0.6618672609329224), ('pemenjaraan', 0.6618419885635376), ('pemecatan', 0.6529818773269653), ('penangguhan', 0.6517427563667297), ('hukuman', 0.6406859159469604), ('penjara', 0.6290953159332275), ('penangkapan', 0.6271888613700867), ('tahanan', 0.6261184811592102)]"
13458,4,eksekusi,"[('penahanan', 0.7034649848937988), ('dieksekusi', 0.6834675073623657), ('penyiksaan', 0.6817962527275085), ('interogasi', 0.6786832213401794), ('penghukuman', 0.6580566167831421), ('pembunuhan', 0.6428205966949463), ('penangkapan', 0.6280450224876404), ('penembakan', 0.6157892346382141), ('hukuman', 0.6110383868217468), ('pembersihan', 0.6014818549156189)]"
13463,4,homoseksualitas,"[('homoseksual', 0.74458247423172), ('seksualitas', 0.7255241274833679), ('diskriminasi', 0.7189576625823975), ('transgender', 0.7060226798057556), ('rasisme', 0.6953266859054565), ('homofobia', 0.672010600566864), ('stereotipe', 0.671251118183136), ('seksisme', 0.6711492538452148), ('pedofilia', 0.6691178679466248), ('pornografi', 0.6660164594650269)]"
13464,4,intoleransi,"[('diskriminasi', 0.6979636549949646), ('persekusi', 0.6939277648925781), ('rasisme', 0.680767834186554), ('rasial', 0.6572198867797852), ('prasangka', 0.6501361131668091), ('fanatisme', 0.6396743059158325), ('stigma', 0.6365869045257568), ('inflamasi', 0.6354755759239197), ('timbulnya', 0.6353485584259033), ('toleransi', 0.6335732340812683)]"
13465,4,segregasi,"[('rasial', 0.7260844707489014), ('diskriminasi', 0.6968908905982971), ('rasisme', 0.6420304179191589), ('intoleransi', 0.6112996339797974), ('seksisme', 0.6091916561126709), ('pemaksaan', 0.5864238739013672), ('pemisahan', 0.5761300325393677), ('ketidaksamaan', 0.575545608997345), ('pengucilan', 0.5583194494247437), ('homoseksualitas', 0.5549942851066589)]"
13470,4,rasial,"[('rasisme', 0.7382771372795105), ('segregasi', 0.7260843515396118), ('sektarian', 0.6839233636856079), ('diskriminasi', 0.6745489239692688), ('seksisme', 0.666911780834198), ('intoleransi', 0.6572198271751404), ('separatisme', 0.6351062655448914), ('ideologis', 0.6299875378608704), ('fanatisme', 0.62667316198349), ('homoseksualitas', 0.6071134805679321)]"
13471,4,homofobia,"[('transfobia', 0.7514671087265015), ('rasisme', 0.7505916357040405), ('rasis', 0.7136640548706055), ('antisemitisme', 0.6885783076286316), ('homoseksualitas', 0.6720105409622192), ('diskriminasi', 0.6667439937591553), ('seksisme', 0.6648769974708557), ('lgbt', 0.645550549030304), ('sentimen', 0.6422696709632874), ('kebencian', 0.6400357484817505)]"
13493,4,kecemburuan,"[('kebencian', 0.7890375852584839), ('kemarahan', 0.7386143207550049), ('kekecewaan', 0.7276531457901001), ('amarah', 0.7143174409866333), ('permusuhan', 0.7105107307434082), ('ketidakpuasan', 0.7062421441078186), ('kegelisahan', 0.699030339717865), ('ketidak', 0.6975047588348389), ('ketidaksukaan', 0.6926465034484863), ('kecemasan', 0.6868250966072083)]"
13495,4,amarah,"[('kemarahan', 0.7978308796882629), ('murka', 0.7678683996200562), ('kebencian', 0.7494531869888306), ('kesedihan', 0.7367929220199585), ('ketakutan', 0.7189468145370483), ('kecemburuan', 0.7143173813819885), ('kemarahannya', 0.7003985643386841), ('dengki', 0.6998630166053772), ('godaan', 0.6969254612922668), ('kegelisahan', 0.6731039881706238)]"
13502,4,antisemitisme,"[('rasisme', 0.8157601356506348), ('nazisme', 0.7993632555007935), ('zionisme', 0.7937798500061035), ('fasisme', 0.7650961875915527), ('komunisme', 0.7032061219215393), ('sekularisme', 0.6938634514808655), ('homofobia', 0.6885783672332764), ('nasionalisme', 0.6811252236366272), ('marxisme', 0.6778935790061951), ('anarkisme', 0.677074134349823)]"
13503,4,seksisme,"[('rasisme', 0.7876165509223938), ('antisemitisme', 0.6764348149299622), ('homoseksualitas', 0.6711492538452148), ('feminisme', 0.6678141355514526), ('rasial', 0.666911780834198), ('transfobia', 0.6654767394065857), ('homofobia', 0.6648771166801453), ('diskriminasi', 0.6568532586097717), ('prasangka', 0.6525018811225891), ('xenofobia', 0.6467745304107666)]"
13507,4,nazisme,"[('fasisme', 0.8232460021972656), ('antisemitisme', 0.7993631362915039), ('zionisme', 0.750055730342865), ('komunisme', 0.7412288188934326), ('anarkisme', 0.72810959815979), ('marxisme', 0.7268115282058716), ('rasisme', 0.7188762426376343), ('konservatisme', 0.7134959101676941), ('maoisme', 0.6889957785606384), ('revisionisme', 0.6796271800994873)]"
13508,4,fasisme,"[('nazisme', 0.8232461214065552), ('komunisme', 0.8222969174385071), ('fasis', 0.803939163684845), ('anarkisme', 0.776579737663269), ('marxisme', 0.770206093788147), ('antisemitisme', 0.7650961875915527), ('liberalisme', 0.7436214685440063), ('konservatisme', 0.7377517819404602), ('ideologi', 0.7376389503479004), ('nasionalisme', 0.7344018816947937)]"
13509,4,rasis,"[('homofobia', 0.713664174079895), ('provokatif', 0.712433397769928), ('rasisme', 0.71222984790802), ('anarkis', 0.7051402926445007), ('xenofobia', 0.685881495475769), ('antisemitisme', 0.6713823080062866), ('reaksioner', 0.6675877571105957), ('populis', 0.6606365442276001), ('skeptis', 0.657224178314209), ('sinis', 0.6525922417640686)]"
13510,4,sentimen,"[('semitisme', 0.7279608845710754), ('rasisme', 0.7098760604858398), ('nasionalisme', 0.6813164353370667), ('antisemitisme', 0.6639740467071533), ('kebencian', 0.6629738211631775), ('komunisme', 0.6429810523986816), ('homofobia', 0.6422696113586426), ('fasisme', 0.6332319378852844), ('kecurigaan', 0.6270118355751038), ('prasangka', 0.6254388093948364)]"
13516,4,perzinahan,"[('perzinaan', 0.7594054937362671), ('poligami', 0.742263913154602), ('perselingkuhan', 0.7394410967826843), ('perkosaan', 0.7079306244850159), ('zina', 0.704717755317688), ('aborsi', 0.6900953650474548), ('sodomi', 0.6878042221069336), ('percabulan', 0.6790637969970703), ('masturbasi', 0.6530208587646484), ('pengkhianatan', 0.6462426781654358)]"
13530,4,nepotisme,"[('kolusi', 0.8508495092391968), ('korupsi', 0.7417346239089966), ('penyuapan', 0.6908106207847595), ('penyelewengan', 0.6845595836639404), ('kriminalisasi', 0.6656115651130676), ('intimidasi', 0.651564359664917), ('penyalahgunaan', 0.638112485408783), ('perzinahan', 0.6351834535598755), ('pemerasan', 0.6338680386543274), ('subversif', 0.6315848231315613)]"
13582,4,kekhawatiran,"[('kecurigaan', 0.8093911409378052), ('keraguan', 0.7704503536224365), ('spekulasi', 0.7145410180091858), ('keprihatinan', 0.7061461210250854), ('ketidakpuasan', 0.701133668422699), ('khawatir', 0.6905665993690491), ('keluhan', 0.6590926051139832), ('kesalahpahaman', 0.6545335650444031), ('ketidaknyamanan', 0.644298791885376), ('ketakutan', 0.6420021653175354)]"
13583,4,kesalahpahaman,"[('kebingungan', 0.7738676071166992), ('kecurigaan', 0.7563062906265259), ('pertengkaran', 0.7133480906486511), ('spekulasi', 0.7113479971885681), ('keraguan', 0.7062822580337524), ('kerancuan', 0.6930553317070007), ('kekeliruan', 0.691935122013092), ('perselisihan', 0.6742304563522339), ('keributan', 0.6718062162399292), ('pertentangan', 0.6642184853553772)]"
13584,4,keraguan,"[('kekhawatiran', 0.7704504728317261), ('kecurigaan', 0.752464234828949), ('spekulasi', 0.7292611598968506), ('keragu', 0.7062914371490479), ('kesalahpahaman', 0.7062823176383972), ('kepastian', 0.6964800953865051), ('keprihatinan', 0.68401700258255), ('kejelasan', 0.6795589327812195), ('kekhawatirannya', 0.6717202067375183), ('raguan', 0.6690516471862793)]"
13588,4,spekulasi,"[('rumor', 0.7673043608665466), ('keraguan', 0.7292611598968506), ('kecurigaan', 0.717338502407074), ('kekhawatiran', 0.7145408987998962), ('kesalahpahaman', 0.7113479375839233), ('miskonsepsi', 0.6663638949394226), ('kontroversi', 0.6421096920967102), ('fakta', 0.6416717171669006), ('anggapan', 0.6402633786201477), ('dugaan', 0.6281433701515198)]"
13589,4,tudingan,"[('tuduhan', 0.7784619927406311), ('pernyataannya', 0.7158426642417908), ('kecurigaan', 0.7081589102745056), ('dugaan', 0.6787070631980896), ('bantahan', 0.6561582088470459), ('klaim', 0.6380962133407593), ('dakwaan', 0.6355695128440857), ('menuding', 0.6316871047019958), ('anggapan', 0.6297324895858765), ('provokasi', 0.6292634606361389)]"
13607,4,kebohongan,"[('tipuan', 0.6794244647026062), ('fitnah', 0.6607529520988464), ('kekeliruan', 0.6513586044311523), ('perselingkuhan', 0.6440455317497253), ('lelucon', 0.6349319219589233), ('kekejaman', 0.6276874542236328), ('kesalahpahaman', 0.621210515499115), ('penipuan', 0.616791844367981), ('kebencian', 0.6085270047187805), ('tindakannya', 0.6079299449920654)]"
13608,4,keserakahan,"[('kebodohan', 0.8013310432434082), ('ketamakan', 0.7623116374015808), ('kesombongan', 0.7413275241851807), ('godaan', 0.7218522429466248), ('kebencian', 0.6875066161155701), ('keburukan', 0.6653515696525574), ('kebejatan', 0.6634601354598999), ('kerakusan', 0.6623945832252502), ('kecemburuan', 0.6623600721359253), ('fitnah', 0.6568053960800171)]"
13620,4,kemunafikan,"[('ketidakadilan', 0.6750329732894897), ('kebodohan', 0.6743113994598389), ('kebencian', 0.6582356095314026), ('keserakahan', 0.6355022192001343), ('menindas', 0.6329662799835205), ('fanatisme', 0.6254922151565552), ('prasangka', 0.6235799789428711), ('kebejatan', 0.6178880333900452), ('ketamakan', 0.6132735013961792), ('takhayul', 0.6114017367362976)]"
13634,4,subversi,"[('subversif', 0.7296354174613953), ('sabotase', 0.647738516330719), ('penyuapan', 0.6360699534416199), ('penyelewengan', 0.6281299591064453), ('nepotisme', 0.6281241178512573), ('wenangan', 0.6261666417121887), ('spionase', 0.6233158707618713), ('intimidasi', 0.6231940388679504), ('terorisme', 0.6197921633720398), ('kesewenang', 0.6168920993804932)]"
13635,4,pangkowilhan,"[('kowilhan', 0.7889028787612915), ('koarmada', 0.7657328844070435), ('pangkoopsau', 0.7442294359207153), ('kaskoopsau', 0.7231534719467163), ('kosekhanudnas', 0.7216650247573853), ('koopsau', 0.720475971698761), ('swj', 0.7079651951789856), ('teritorium', 0.7017110586166382), ('danpom', 0.6946052312850952), ('wirabuana', 0.6921412348747253)]"
